class,kind,call,file,line,enclosing,jp_sym,jp_addr,jp_size,reason,code
CLEAN,setter,setFrameRate,Enemy/hamukuri.cpp,2634,TDoroHamuKuri::isCollidMove,isCollidMove__13TDoroHamuKuriFP9THitActor,0x80262d10,0x3bc,flows through SMSGetAnmFrameRate,"self->getMActor()->setFrameRate(SMSGetAnmFrameRate() * 1.5f, 0);"
CLEAN,anm-use,SMSGetAnmFrameRate,Enemy/hamukuri.cpp,2634,TDoroHamuKuri::isCollidMove,isCollidMove__13TDoroHamuKuriFP9THitActor,0x80262d10,0x3bc,feeds rate setter (playback),"self->getMActor()->setFrameRate(SMSGetAnmFrameRate() * 1.5f, 0);"
CLEAN,setter,setFrameRate,Enemy/hamukuri.cpp,2645,TDoroHamuKuri::isCollidMove,isCollidMove__13TDoroHamuKuriFP9THitActor,0x80262d10,0x3bc,flows through SMSGetAnmFrameRate,"self->getMActor()->setFrameRate(SMSGetAnmFrameRate(), 0);"
CLEAN,anm-use,SMSGetAnmFrameRate,Enemy/hamukuri.cpp,2645,TDoroHamuKuri::isCollidMove,isCollidMove__13TDoroHamuKuriFP9THitActor,0x80262d10,0x3bc,feeds rate setter (playback),"self->getMActor()->setFrameRate(SMSGetAnmFrameRate(), 0);"
CLEAN,setter,setRate,Enemy/hinokuri2.cpp,319,THino2Mask::perform,perform__10THino2MaskFUlPQ26JDrama9TGraphics,0x80270c20,0x2e8,pause (0),ctrl->setRate(0.0f);
CLEAN,setter,setFrameRate,Enemy/poihana.cpp,656,TSleepPoiHana::load,load__13TSleepPoiHanaFR20JSUMemoryInputStream,0x802c98c4,0x48,pause (0),"self->getMActor()->setFrameRate(0.0f, 0);"
CLEAN,setter,setFrameRate,Enemy/poihana.cpp,670,TSleepPoiHana::load,load__13TSleepPoiHanaFR20JSUMemoryInputStream,0x802c98c4,0x48,flows through SMSGetAnmFrameRate,"self->getMActor()->setFrameRate(SMSGetAnmFrameRate(), 0);"
CLEAN,anm-use,SMSGetAnmFrameRate,Enemy/poihana.cpp,670,TSleepPoiHana::load,load__13TSleepPoiHanaFR20JSUMemoryInputStream,0x802c98c4,0x48,feeds rate setter (playback),"self->getMActor()->setFrameRate(SMSGetAnmFrameRate(), 0);"
CLEAN,setter,setFrameRate,Enemy/smallEnemy.cpp,751,TSmallEnemy::changeOut,changeOut__11TSmallEnemyFv,0x8027e9fc,0xdc,flows through SMSGetAnmFrameRate,"getMActor()->setFrameRate(SMSGetAnmFrameRate(), 0);"
CLEAN,anm-use,SMSGetAnmFrameRate,Enemy/smallEnemy.cpp,751,TSmallEnemy::changeOut,changeOut__11TSmallEnemyFv,0x8027e9fc,0xdc,feeds rate setter (playback),"getMActor()->setFrameRate(SMSGetAnmFrameRate(), 0);"
CLEAN,setter,setFrameRate,Enemy/smallEnemy.cpp,1117,TSmallEnemy::perform,perform__11TSmallEnemyFUlPQ26JDrama9TGraphics,0x8027df50,0x7c,pause (0),"self->getMActor()->setFrameRate(0.0f, 0);"
CLEAN,setter,setFrameRate,Enemy/tamaNoko.cpp,662,TTamaNoko::isCollidMove,isCollidMove__9TTamaNokoFP9THitActor,0x802cd4ec,0xcc,pause (0),"self->getMActor()->setFrameRate(0, 0.0f);"
CLEAN,setter,setFrameRate,Enemy/tamaNoko.cpp,925,TTamaNoko::isCollidMove,isCollidMove__9TTamaNokoFP9THitActor,0x802cd4ec,0xcc,flows through SMSGetAnmFrameRate,"self->getMActor()->setFrameRate(SMSGetAnmFrameRate(), 0);"
CLEAN,anm-use,SMSGetAnmFrameRate,Enemy/tamaNoko.cpp,925,TTamaNoko::isCollidMove,isCollidMove__9TTamaNokoFP9THitActor,0x802cd4ec,0xcc,feeds rate setter (playback),"self->getMActor()->setFrameRate(SMSGetAnmFrameRate(), 0);"
CLEAN,setter,setFrameRate,Enemy/tamaNoko.cpp,961,TTamaNoko::isCollidMove,isCollidMove__9TTamaNokoFP9THitActor,0x802cd4ec,0xcc,flows through SMSGetAnmFrameRate,"self->getMActor()->setFrameRate(SMSGetAnmFrameRate(), 0);"
CLEAN,anm-use,SMSGetAnmFrameRate,Enemy/tamaNoko.cpp,961,TTamaNoko::isCollidMove,isCollidMove__9TTamaNokoFP9THitActor,0x802cd4ec,0xcc,feeds rate setter (playback),"self->getMActor()->setFrameRate(SMSGetAnmFrameRate(), 0);"
CLEAN,setter,setFrameRate,Enemy/telesa.cpp,584,TTelesa::changeOut,changeOut__7TTelesaFv,0x80295dd8,0xdc,flows through SMSGetAnmFrameRate,"getMActor()->setFrameRate(SMSGetAnmFrameRate(), 0);"
CLEAN,anm-use,SMSGetAnmFrameRate,Enemy/telesa.cpp,584,TTelesa::changeOut,changeOut__7TTelesaFv,0x80295dd8,0xdc,feeds rate setter (playback),"getMActor()->setFrameRate(SMSGetAnmFrameRate(), 0);"
CLEAN,setter,setRate,GC2D/Option.cpp,183,TBalloonControl::stopAnm,,,,pause (0),mFrameCtrl.setRate(0.0f);
CLEAN,setter,setRate,GC2D/Option.cpp,209,TPaneScalingControl::stopAnm,,,,pause (0),mFrameCtrl.setRate(0.0f);
CLEAN,setter,setRate,MoveBG/Item.cpp,1091,TEggYoshi::load,load__9TEggYoshiFR20JSUMemoryInputStream,0x80193ed8,0x23c,pause (0),unk148->getFrameCtrl(3)->setRate(0.0f);
CLEAN,setter,setRate,MoveBG/MapObjBase.cpp,197,TMapObjBase::startControlAnim,startControlAnim__11TMapObjBaseFUs,0x80189010,0x7c,pause (0),->setRate(0);
CLEAN,setter,setRate,MoveBG/MapObjBase.cpp,230,TMapObjBase::startAnim,startAnim__11TMapObjBaseFUs,0x80188dec,0x1f4,pause (0),mMActor->getFrameCtrl(idx)->setRate(0.0f);
CLEAN,setter,setRate,MoveBG/MapObjBase.cpp,283,TMapObjBase::makeObjDead,makeObjDead__11TMapObjBaseFv,0x80188b40,0x1bc,pause (0),mMActor->getFrameCtrl(uVar6)->setRate(0.0f);
CLEAN,setter,setRate,MoveBG/MapObjBase.cpp,343,TMapObjBase::makeObjAppeared,makeObjAppeared__11TMapObjBaseFv,0x8018880c,0x308,flows through SMSGetAnmFrameRate,mMapObjData->mMove->unk8->setRate(SMSGetAnmFrameRate());
CLEAN,anm-use,SMSGetAnmFrameRate,MoveBG/MapObjBase.cpp,343,TMapObjBase::makeObjAppeared,makeObjAppeared__11TMapObjBaseFv,0x8018880c,0x308,feeds rate setter (playback),mMapObjData->mMove->unk8->setRate(SMSGetAnmFrameRate());
CLEAN,setter,setRate,MoveBG/MapObjEx.cpp,131,TJointCoin::loadAfter,loadAfter__10TJointCoinFv,0x801cf114,0xe0,flows through SMSGetAnmFrameRate,mMActor->getFrameCtrl(0)->setRate(SMSGetAnmFrameRate() * 0.25f);
CLEAN,anm-use,SMSGetAnmFrameRate,MoveBG/MapObjEx.cpp,131,TJointCoin::loadAfter,loadAfter__10TJointCoinFv,0x801cf114,0xe0,feeds rate setter (playback),mMActor->getFrameCtrl(0)->setRate(SMSGetAnmFrameRate() * 0.25f);
CLEAN,setter,setRate,MoveBG/MapObjEx.cpp,132,TJointCoin::loadAfter,loadAfter__10TJointCoinFv,0x801cf114,0xe0,flows through SMSGetAnmFrameRate,unk138->getFrameCtrl(0)->setRate(SMSGetAnmFrameRate() * 0.25f);
CLEAN,anm-use,SMSGetAnmFrameRate,MoveBG/MapObjEx.cpp,132,TJointCoin::loadAfter,loadAfter__10TJointCoinFv,0x801cf114,0xe0,feeds rate setter (playback),unk138->getFrameCtrl(0)->setRate(SMSGetAnmFrameRate() * 0.25f);
CLEAN,setter,setRate,MoveBG/MapObjInit.cpp,11045,TMapObjBase::initBckMoveData,initBckMoveData__11TMapObjBaseFv,0x8018a534,0xe8,flows through SMSGetAnmFrameRate,move->unk8->setRate(SMSGetAnmFrameRate());
CLEAN,anm-use,SMSGetAnmFrameRate,MoveBG/MapObjInit.cpp,11045,TMapObjBase::initBckMoveData,initBckMoveData__11TMapObjBaseFv,0x8018a534,0xe8,feeds rate setter (playback),move->unk8->setRate(SMSGetAnmFrameRate());
CLEAN,setter,setRate,MoveBG/MapObjItem2.cpp,256,TJumpBase::control,control__9TJumpBaseFv,0x801d4e6c,0x504,pause (0),ctrl->setRate(0.0f);
CLEAN,setter,setRate,MoveBG/MapObjItem2.cpp,272,TJumpBase::control,control__9TJumpBaseFv,0x801d4e6c,0x504,pause (0),ctrl->setRate(0.0f);
CLEAN,setter,setRate,MoveBG/MapObjItem2.cpp,283,TJumpBase::control,control__9TJumpBaseFv,0x801d4e6c,0x504,flows through SMSGetAnmFrameRate,ctrl->setRate(SMSGetAnmFrameRate());
CLEAN,anm-use,SMSGetAnmFrameRate,MoveBG/MapObjItem2.cpp,283,TJumpBase::control,control__9TJumpBaseFv,0x801d4e6c,0x504,feeds rate setter (playback),ctrl->setRate(SMSGetAnmFrameRate());
CLEAN,setter,setRate,MoveBG/MapObjItem2.cpp,303,TJumpBase::control,control__9TJumpBaseFv,0x801d4e6c,0x504,flows through SMSGetAnmFrameRate,ctrl->setRate(SMSGetAnmFrameRate());
CLEAN,anm-use,SMSGetAnmFrameRate,MoveBG/MapObjItem2.cpp,303,TJumpBase::control,control__9TJumpBaseFv,0x801d4e6c,0x504,feeds rate setter (playback),ctrl->setRate(SMSGetAnmFrameRate());
CLEAN,setter,setRate,MoveBG/MapObjItem2.cpp,318,TJumpBase::control,control__9TJumpBaseFv,0x801d4e6c,0x504,flows through SMSGetAnmFrameRate,ctrl->setRate(SMSGetAnmFrameRate());
CLEAN,anm-use,SMSGetAnmFrameRate,MoveBG/MapObjItem2.cpp,318,TJumpBase::control,control__9TJumpBaseFv,0x801d4e6c,0x504,feeds rate setter (playback),ctrl->setRate(SMSGetAnmFrameRate());
CLEAN,setter,setRate,MoveBG/MapObjTown.cpp,84,TManhole::touchPlayer,touchPlayer__8TManholeFP9THitActor,0x80199fe0,0x314,flows through SMSGetAnmFrameRate,getMActor()->getFrameCtrl(0)->setRate(SMSGetAnmFrameRate());
CLEAN,anm-use,SMSGetAnmFrameRate,MoveBG/MapObjTown.cpp,84,TManhole::touchPlayer,touchPlayer__8TManholeFP9THitActor,0x80199fe0,0x314,feeds rate setter (playback),getMActor()->getFrameCtrl(0)->setRate(SMSGetAnmFrameRate());
CLEAN,setter,setRate,MoveBG/MapObjTown.cpp,96,TManhole::touchPlayer,touchPlayer__8TManholeFP9THitActor,0x80199fe0,0x314,flows through SMSGetAnmFrameRate,getMActor()->getFrameCtrl(0)->setRate(SMSGetAnmFrameRate());
CLEAN,anm-use,SMSGetAnmFrameRate,MoveBG/MapObjTown.cpp,96,TManhole::touchPlayer,touchPlayer__8TManholeFP9THitActor,0x80199fe0,0x314,feeds rate setter (playback),getMActor()->getFrameCtrl(0)->setRate(SMSGetAnmFrameRate());
CLEAN,setter,setRate,MoveBG/MapObjTown.cpp,145,TManhole::animationFinished,animationFinished__8TManholeFv,0x80199e5c,0x184,pause (0),frameCtrl->setRate(0.0f);
CLEAN,setter,setRate,MoveBG/MapObjTown.cpp,154,TManhole::animationFinished,animationFinished__8TManholeFv,0x80199e5c,0x184,pause (0),frameCtrl->setRate(0.0f);
CLEAN,setter,setRate,MoveBG/MapObjTown.cpp,242,TManhole::loadAfter,loadAfter__8TManholeFv,0x80199a34,0x40,pause (0),getMActor()->getFrameCtrl(0)->setRate(0.0f);
CLEAN,setter,setRate,MoveBG/MapObjTrap.cpp,89,TLampTrapSpike::control,control__14TLampTrapSpikeFv,0x801d9230,0x44c,flows through SMSGetAnmFrameRate,ctrl->setRate(SMSGetAnmFrameRate());
CLEAN,anm-use,SMSGetAnmFrameRate,MoveBG/MapObjTrap.cpp,89,TLampTrapSpike::control,control__14TLampTrapSpikeFv,0x801d9230,0x44c,feeds rate setter (playback),ctrl->setRate(SMSGetAnmFrameRate());
CLEAN,setter,setRate,MoveBG/MapObjTrap.cpp,105,TLampTrapSpike::control,control__14TLampTrapSpikeFv,0x801d9230,0x44c,flows through SMSGetAnmFrameRate,ctrl->setRate(SMSGetAnmFrameRate() * 0.8f);
CLEAN,anm-use,SMSGetAnmFrameRate,MoveBG/MapObjTrap.cpp,105,TLampTrapSpike::control,control__14TLampTrapSpikeFv,0x801d9230,0x44c,feeds rate setter (playback),ctrl->setRate(SMSGetAnmFrameRate() * 0.8f);
CLEAN,setter,setRate,MoveBG/MapObjTrap.cpp,120,TLampTrapSpike::control,control__14TLampTrapSpikeFv,0x801d9230,0x44c,pause (0),ctrl->setRate(0.0f);
CLEAN,setter,setRate,MoveBG/MapObjTrap.cpp,136,TLampTrapSpike::control,control__14TLampTrapSpikeFv,0x801d9230,0x44c,pause (0),ctrl->setRate(0.0f);
CLEAN,setter,setRate,MoveBG/MapObjTrap.cpp,152,TLampTrapSpike::control,control__14TLampTrapSpikeFv,0x801d9230,0x44c,flows through SMSGetAnmFrameRate,ctrl->setRate(SMSGetAnmFrameRate() * 0.1f);
CLEAN,anm-use,SMSGetAnmFrameRate,MoveBG/MapObjTrap.cpp,152,TLampTrapSpike::control,control__14TLampTrapSpikeFv,0x801d9230,0x44c,feeds rate setter (playback),ctrl->setRate(SMSGetAnmFrameRate() * 0.1f);
CLEAN,setter,setRate,MoveBG/MapObjTrap.cpp,155,TLampTrapSpike::control,control__14TLampTrapSpikeFv,0x801d9230,0x44c,pause (0),ctrl->setRate(0.0f);
CLEAN,setter,setRate,MoveBG/MapObjTrap.cpp,169,TLampTrapSpike::control,control__14TLampTrapSpikeFv,0x801d9230,0x44c,flows through SMSGetAnmFrameRate,ctrl->setRate(-SMSGetAnmFrameRate());
CLEAN,setter,setRate,NPC/NpcAnm.cpp,70,TBaseNPC::setNpcAnm_,setNpcAnm___8TBaseNPCF14EnumNpcAnmKind27EnumNpcStopMotionBlendOnOff,0x8016a1c0,0x474,pause (0),ctrl->setRate(0.0f);
CLEAN,setter,setRate,Player/MarioAutodemo.cpp,197,TMario::warpIn,warpIn__6TMarioFv,0x8011fd5c,0x4cc,pause (0),frameCtrl.setRate(0.0f);
CLEAN,setter,setRate,Player/MarioDraw.cpp,1261,TMario::initModel,initModel__6TMarioFv,0x8012582c,0xf90,flows through SMSGetAnmFrameRate,frameCtrl[2].setRate(SMSGetAnmFrameRate());
CLEAN,anm-use,SMSGetAnmFrameRate,Player/MarioDraw.cpp,1261,TMario::initModel,initModel__6TMarioFv,0x8012582c,0xf90,feeds rate setter (playback),frameCtrl[2].setRate(SMSGetAnmFrameRate());
CLEAN,setter,setRate,Player/MarioDraw.cpp,1276,TMario::initModel,initModel__6TMarioFv,0x8012582c,0xf90,pause (0),modelMario->unkC[1].setRate(0.0f);
CLEAN,setter,setRate,Player/MarioEffect.cpp,60,TMarioEffect::init,init__12TMarioEffectFP6TMario,0x80151408,0x210,flows through SMSGetAnmFrameRate,unk80->getFrameCtrl(0)->setRate(SMSGetAnmFrameRate());
CLEAN,anm-use,SMSGetAnmFrameRate,Player/MarioEffect.cpp,60,TMarioEffect::init,init__12TMarioEffectFP6TMario,0x80151408,0x210,feeds rate setter (playback),unk80->getFrameCtrl(0)->setRate(SMSGetAnmFrameRate());
CLEAN,setter,setRate,Player/MarioEffect.cpp,61,TMarioEffect::init,init__12TMarioEffectFP6TMario,0x80151408,0x210,flows through SMSGetAnmFrameRate,unk80->getFrameCtrl(4)->setRate(SMSGetAnmFrameRate());
CLEAN,anm-use,SMSGetAnmFrameRate,Player/MarioEffect.cpp,61,TMarioEffect::init,init__12TMarioEffectFP6TMario,0x80151408,0x210,feeds rate setter (playback),unk80->getFrameCtrl(4)->setRate(SMSGetAnmFrameRate());
CLEAN,setter,setRate,Player/MarioEffect.cpp,107,TMarioEffect::setJumpIntoWaterEffect,setJumpIntoWaterEffect__12TMarioEffectFv,0x801511d0,0x238,flows through SMSGetAnmFrameRate,unk74[idx]->getFrameCtrl(0)->setRate(SMSGetAnmFrameRate());
CLEAN,anm-use,SMSGetAnmFrameRate,Player/MarioEffect.cpp,107,TMarioEffect::setJumpIntoWaterEffect,setJumpIntoWaterEffect__12TMarioEffectFv,0x801511d0,0x238,feeds rate setter (playback),unk74[idx]->getFrameCtrl(0)->setRate(SMSGetAnmFrameRate());
CLEAN,setter,setRate,Player/MarioEffect.cpp,108,TMarioEffect::setJumpIntoWaterEffect,setJumpIntoWaterEffect__12TMarioEffectFv,0x801511d0,0x238,flows through SMSGetAnmFrameRate,unk74[idx]->getFrameCtrl(2)->setRate(SMSGetAnmFrameRate());
CLEAN,anm-use,SMSGetAnmFrameRate,Player/MarioEffect.cpp,108,TMarioEffect::setJumpIntoWaterEffect,setJumpIntoWaterEffect__12TMarioEffectFv,0x801511d0,0x238,feeds rate setter (playback),unk74[idx]->getFrameCtrl(2)->setRate(SMSGetAnmFrameRate());
CLEAN,setter,setRate,Player/MarioEffect.cpp,109,TMarioEffect::setJumpIntoWaterEffect,setJumpIntoWaterEffect__12TMarioEffectFv,0x801511d0,0x238,flows through SMSGetAnmFrameRate,unk74[idx]->getFrameCtrl(4)->setRate(SMSGetAnmFrameRate());
CLEAN,anm-use,SMSGetAnmFrameRate,Player/MarioEffect.cpp,109,TMarioEffect::setJumpIntoWaterEffect,setJumpIntoWaterEffect__12TMarioEffectFv,0x801511d0,0x238,feeds rate setter (playback),unk74[idx]->getFrameCtrl(4)->setRate(SMSGetAnmFrameRate());
CLEAN,setter,setRate,Player/MarioEffect.cpp,110,TMarioEffect::setJumpIntoWaterEffect,setJumpIntoWaterEffect__12TMarioEffectFv,0x801511d0,0x238,flows through SMSGetAnmFrameRate,unk74[idx]->getFrameCtrl(5)->setRate(SMSGetAnmFrameRate());
CLEAN,anm-use,SMSGetAnmFrameRate,Player/MarioEffect.cpp,110,TMarioEffect::setJumpIntoWaterEffect,setJumpIntoWaterEffect__12TMarioEffectFv,0x801511d0,0x238,feeds rate setter (playback),unk74[idx]->getFrameCtrl(5)->setRate(SMSGetAnmFrameRate());
CLEAN,setter,setRate,Player/MarioEffect.cpp,140,TMarioEffect::setJumpIntoWaterEffectSmall,setJumpIntoWaterEffectSmall__12TMarioEffectFv,0x80151034,0x19c,flows through SMSGetAnmFrameRate,unk74[idx]->getFrameCtrl(0)->setRate(SMSGetAnmFrameRate());
CLEAN,anm-use,SMSGetAnmFrameRate,Player/MarioEffect.cpp,140,TMarioEffect::setJumpIntoWaterEffectSmall,setJumpIntoWaterEffectSmall__12TMarioEffectFv,0x80151034,0x19c,feeds rate setter (playback),unk74[idx]->getFrameCtrl(0)->setRate(SMSGetAnmFrameRate());
CLEAN,setter,setRate,Player/MarioEffect.cpp,141,TMarioEffect::setJumpIntoWaterEffectSmall,setJumpIntoWaterEffectSmall__12TMarioEffectFv,0x80151034,0x19c,flows through SMSGetAnmFrameRate,unk74[idx]->getFrameCtrl(2)->setRate(SMSGetAnmFrameRate());
CLEAN,anm-use,SMSGetAnmFrameRate,Player/MarioEffect.cpp,141,TMarioEffect::setJumpIntoWaterEffectSmall,setJumpIntoWaterEffectSmall__12TMarioEffectFv,0x80151034,0x19c,feeds rate setter (playback),unk74[idx]->getFrameCtrl(2)->setRate(SMSGetAnmFrameRate());
CLEAN,setter,setRate,Player/MarioEffect.cpp,142,TMarioEffect::setJumpIntoWaterEffectSmall,setJumpIntoWaterEffectSmall__12TMarioEffectFv,0x80151034,0x19c,flows through SMSGetAnmFrameRate,unk74[idx]->getFrameCtrl(4)->setRate(SMSGetAnmFrameRate());
CLEAN,anm-use,SMSGetAnmFrameRate,Player/MarioEffect.cpp,142,TMarioEffect::setJumpIntoWaterEffectSmall,setJumpIntoWaterEffectSmall__12TMarioEffectFv,0x80151034,0x19c,feeds rate setter (playback),unk74[idx]->getFrameCtrl(4)->setRate(SMSGetAnmFrameRate());
CLEAN,setter,setRate,Player/MarioEffect.cpp,143,TMarioEffect::setJumpIntoWaterEffectSmall,setJumpIntoWaterEffectSmall__12TMarioEffectFv,0x80151034,0x19c,flows through SMSGetAnmFrameRate,unk74[idx]->getFrameCtrl(5)->setRate(SMSGetAnmFrameRate());
CLEAN,anm-use,SMSGetAnmFrameRate,Player/MarioEffect.cpp,143,TMarioEffect::setJumpIntoWaterEffectSmall,setJumpIntoWaterEffectSmall__12TMarioEffectFv,0x80151034,0x19c,feeds rate setter (playback),unk74[idx]->getFrameCtrl(5)->setRate(SMSGetAnmFrameRate());
CLEAN,setter,setRate,Player/WaterGun.cpp,477,TNozzleBase::animation,animation__11TNozzleBaseFi,0x8014bb5c,0x438,pause (0),ctrl->setRate(0.0f);
CLEAN,setter,setRate,Player/WaterGun.cpp,489,TNozzleBase::animation,animation__11TNozzleBaseFi,0x8014bb5c,0x438,pause (0),ctrl->setRate(0.0f);
CLEAN,setter,setRate,Player/WaterGun.cpp,832,TNozzleTrigger::animation,animation__14TNozzleTriggerFi,0x8014af4c,0x4f4,pause (0),ctrl->setRate(0.0f);
CLEAN,setter,setRate,Player/WaterGun.cpp,844,TNozzleTrigger::animation,animation__14TNozzleTriggerFi,0x8014af4c,0x4f4,pause (0),ctrl->setRate(0.0f);
CLEAN,setter,setRate,Player/WaterGun.cpp,1142,TNozzleDeform::animation,animation__13TNozzleDeformFi,0x8014a370,0x70c,pause (0),ctrl->setRate(0.0f);
CLEAN,setter,setRate,Player/WaterGun.cpp,1152,TNozzleDeform::animation,animation__13TNozzleDeformFi,0x8014a370,0x70c,pause (0),ctrl->setRate(0.0f);
CLEAN,setter,setRate,Player/WaterGun.cpp,1166,TNozzleDeform::animation,animation__13TNozzleDeformFi,0x8014a370,0x70c,pause (0),ctrl->setRate(0.0f);
CLEAN,setter,setRate,Player/WaterGun.cpp,1176,TNozzleDeform::animation,animation__13TNozzleDeformFi,0x8014a370,0x70c,pause (0),ctrl->setRate(0.0f);
CLEAN,setter,setRate,Player/WaterGun.cpp,1595,TWaterGun::calcAnimation,calcAnimation__9TWaterGunFPQ26JDrama9TGraphics,0x80148e2c,0x28c,pause (0),frameCtrl->setRate(0.0f);
CLEAN,setter,setRate,Player/WaterGun.cpp,1605,TWaterGun::calcAnimation,calcAnimation__9TWaterGunFPQ26JDrama9TGraphics,0x80148e2c,0x28c,pause (0),frameCtrl->setRate(0.0f);
CLEAN,setter,setRate,Player/WaterGun.cpp,1616,TWaterGun::calcAnimation,calcAnimation__9TWaterGunFPQ26JDrama9TGraphics,0x80148e2c,0x28c,pause (0),frameCtrl->setRate(0.0f);
CLEAN,setter,setRate,Player/WaterGun.cpp,1621,TWaterGun::calcAnimation,calcAnimation__9TWaterGunFPQ26JDrama9TGraphics,0x80148e2c,0x28c,pause (0),frameCtrl->setRate(0.0f);
