severity,provenance,func_addr,space,func_name,site_addr_or_loc,detail
MISUSE,SOURCE,0x80199fe0,JP,TManhole::touchPlayer,MoveBG/MapObjTown.cpp:98,arithmetic on rate: ...meCtrl(0)->getFrame() + <<>>SMSGetAnmFrameRate());...
MISUSE,SOURCE,0x801466f4,JP,TSplashManager::load,Player/SplashManager.cpp:24,arithmetic on rate: ...unk638 = (<<>>SMSGetAnmFrameRate() * -0.5f) *...
MISUSE,SOURCE,0x801466f4,JP,TSplashManager::load,Player/SplashManager.cpp:24,arithmetic on rate: ...mFrameRate() * -0.5f) * <<>>SMSGetAnmFrameRate();...
MISUSE,SOURCE,0x800fc380,JP,TMarioGamePad::reset,System/MarioGamePad.cpp:8,"arithmetic on rate: ...peat(0xf00000f, 20.0f / <<>>SMSGetAnmFrameRate(),..."
MISUSE,SOURCE,0x800fc380,JP,TMarioGamePad::reset,System/MarioGamePad.cpp:9,arithmetic on rate: ...6.0f / <<>>SMSGetAnmFrameRate());...
MISUSE,SOURCE,0x80366ba0,JP,TAnimalBase::init,Animal/AnimalBase.cpp:75,arithmetic on rate: ...TurnSpeed = turnSpeed * <<>>SMSGetAnmFrameRate();...
MISUSE,SOURCE,0x80313eac,JP,TBGTentacle::setAttackTarget,Enemy/bgtentacle.cpp:755,arithmetic on rate: ...ner->getAttackSpeed() * <<>>SMSGetAnmFrameRate());...
MISUSE,SOURCE,0x80261928,JP,TBossEel::setBckAnm,Enemy/bosseel.cpp:1923,arithmetic on rate: ...trl(0)->setRate(0.25f * <<>>SMSGetAnmFrameRate());...
MISUSE,SOURCE,0x800cf318,JP,TMultiBtk::setNthData,MarioUtil/ModelUtil.cpp:38,arithmetic on rate: ...unk0c[n].setRate(0.5f * <<>>SMSGetAnmFrameRate());...
MISUSE,SOURCE,0x801d9230,JP,TLampTrapSpike::control,MoveBG/MapObjTrap.cpp:169,arithmetic on rate: ...ctrl->setRate(-<<>>SMSGetAnmFrameRate());...
MISUSE,SOURCE,0x800dc368,JP,TEmitterViewObj::perform,System/EmitterViewObj.cpp:29,compared as timing: ...for (int i = <<>>SMSGetAnmFrameRate(); i > 0; --i...
MISUSE,SOURCE,0x800dc2ac,JP,TEmitterIndirectViewObj::perform,System/EmitterViewObj.cpp:42,compared as timing: ...for (int i = <<>>SMSGetAnmFrameRate(); i > 0; --i...
MISUSE,SOURCE,0x800dbd30,JP,TMarioParticleManager::perform,System/EmitterViewObj.cpp:110,compared as timing: ...for (int i = <<>>SMSGetAnmFrameRate(); i > 0; --i...
COMPUTED,BINARY,0x801d2880,USA,0x801d2880,0x801d2950,"computed raw rate (fadds f31,f30); no AnmFrameRate feed"
COMPUTED,BINARY,0x801d2880,USA,0x801d2880,0x801d2980,"computed raw rate (fadds f31,f30); no AnmFrameRate feed"
COMPUTED,BINARY,0x801d2880,USA,0x801d2880,0x801d29ac,"computed raw rate (fadds f31,f30); no AnmFrameRate feed"
REVIEW,BINARY,0x801d2880,USA,0x801d2880,0x801d2908,"computed rate (fsubs f2,f1); AnmFrameRate in block — verify scaling/rate²"
REVIEW,BINARY,0x801d2880,USA,0x801d2880,0x801d291c,"computed rate (fsubs f2,f1); AnmFrameRate in block — verify scaling/rate²"
COMPUTED,BINARY,0x800d1fb8,USA,0x800d1fb8,0x800d2094,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x800d1fb8,USA,0x800d1fb8,0x800d237c,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x800d1fb8,USA,0x800d1fb8,0x800d2450,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x800d1fb8,USA,0x800d1fb8,0x800d2510,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x8012b928,USA,0x8012b928,0x8012b9bc,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x8012b928,USA,0x8012b928,0x8012ba08,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x8012b928,USA,0x8012b928,0x8012ba8c,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x8012b928,USA,0x8012b928,0x8012bafc,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x800d06ec,USA,0x800d06ec,0x800d07b8,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x800d06ec,USA,0x800d06ec,0x800d08b0,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x800d06ec,USA,0x800d06ec,0x800d0b78,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x800d1250,USA,0x800d1250,0x800d1308,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x800d1250,USA,0x800d1250,0x800d1494,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x800d1250,USA,0x800d1250,0x800d15d8,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x8011f798,USA,0x8011f798,0x8011f8b0,"computed raw rate (fmuls f31,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x8011f798,USA,0x8011f798,0x8011f98c,"computed raw rate (fmuls f31,f0); no AnmFrameRate feed"
CONSTANT,BINARY,0x8011f798,USA,0x8011f798,0x8011f9b8,raw rate <- constant 0.0942478 (4x fast at 120fps)  [r2-0x521c=0x80411964]
COMPUTED,BINARY,0x8012bc1c,USA,0x8012bc1c,0x8012bec8,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x8012bc1c,USA,0x8012bc1c,0x8012bf14,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x8012bc1c,USA,0x8012bc1c,0x8012bf48,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x8012bfd0,USA,0x8012bfd0,0x8012c02c,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x8012bfd0,USA,0x8012bfd0,0x8012c098,"computed raw rate (fmuls f31,f0); no AnmFrameRate feed"
CONSTANT,BINARY,0x8012bfd0,USA,0x8012bfd0,0x8012c0ac,raw rate <- constant 0.05 (4x fast at 120fps)  [r2-0x5010=0x80411b70]
COMPUTED,BINARY,0x800d0d10,USA,0x800d0d10,0x800d0e24,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x800d0d10,USA,0x800d0d10,0x800d1140,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x800d1bb4,USA,0x800d1bb4,0x800d1cb0,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x800d1bb4,USA,0x800d1bb4,0x800d1d80,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x800d8ba4,USA,0x800d8ba4,0x800d8c5c,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x800d8ba4,USA,0x800d8ba4,0x800d8c94,"computed raw rate (fmuls f31,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x800e8898,USA,0x800e8898,0x800e8a2c,"computed raw rate (fdivs f0,f2); no AnmFrameRate feed"
CONSTANT,BINARY,0x800e8898,USA,0x800e8898,0x800e8b7c,raw rate <- constant 20 (4x fast at 120fps)  [r2-0x5b2c=0x80411054]
COMPUTED,BINARY,0x801d24f0,USA,0x801d24f0,0x801d2538,"computed raw rate (fadds f31,f30); no AnmFrameRate feed"
COMPUTED,BINARY,0x801d24f0,USA,0x801d24f0,0x801d2564,"computed raw rate (fadds f31,f30); no AnmFrameRate feed"
COMPUTED,BINARY,0x801d2c78,USA,0x801d2c78,0x801d2cc4,"computed raw rate (fadds f31,f30); no AnmFrameRate feed"
COMPUTED,BINARY,0x801d2c78,USA,0x801d2c78,0x801d2cf0,"computed raw rate (fadds f31,f30); no AnmFrameRate feed"
COMPUTED,BINARY,0x801d2f18,USA,0x801d2f18,0x801d2f60,"computed raw rate (fadds f31,f30); no AnmFrameRate feed"
COMPUTED,BINARY,0x801d2f18,USA,0x801d2f18,0x801d2f8c,"computed raw rate (fadds f31,f30); no AnmFrameRate feed"
COMPUTED,BINARY,0x801d9734,USA,0x801d9734,0x801d9880,"computed raw rate (fadds f31,f30); no AnmFrameRate feed"
CONSTANT,BINARY,0x801d9734,USA,0x801d9734,0x801d97b4,raw rate <- constant -180 (4x fast at 120fps)  [r2-0x267c=0x80414504]
COMPUTED,BINARY,0x801f761c,USA,0x801f761c,0x801f76c0,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x801f761c,USA,0x801f761c,0x801f76dc,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x8004e328,USA,0x8004e328,0x8004e3d4,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x800abee4,USA,0x800abee4,0x800abf4c,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x800ae188,USA,0x800ae188,0x800ae20c,"computed raw rate (fmuls f2,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x800d04f4,USA,0x800d04f4,0x800d05b4,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x800d262c,USA,0x800d262c,0x800d2728,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x800d2a38,USA,0x800d2a38,0x800d2af0,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x800d2eac,USA,0x800d2eac,0x800d2fa4,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x800d32b4,USA,0x800d32b4,0x800d3368,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x800d872c,USA,0x800d872c,0x800d87c8,"computed raw rate (fmuls f31,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x80113548,USA,0x80113548,0x8011365c,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x8011397c,USA,0x8011397c,0x801139d4,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x80113b6c,USA,0x80113b6c,0x80113c44,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x8011579c,USA,0x8011579c,0x801157f8,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x8011c57c,USA,0x8011c57c,0x8011c680,"computed raw rate (fmuls f31,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x8011c9c0,USA,0x8011c9c0,0x8011cac4,"computed raw rate (fmuls f31,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x8011cc38,USA,0x8011cc38,0x8011cd78,"computed raw rate (fmuls f31,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x8011cf04,USA,0x8011cf04,0x8011d028,"computed raw rate (fmuls f31,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x8011d4b8,USA,0x8011d4b8,0x8011d9dc,"computed raw rate (fmuls f31,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x8011db64,USA,0x8011db64,0x8011dc68,"computed raw rate (fmuls f31,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x8011e044,USA,0x8011e044,0x8011e148,"computed raw rate (fmuls f31,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x8011f9d8,USA,0x8011f9d8,0x8011fac0,"computed raw rate (fmuls f31,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x8012c1ac,USA,0x8012c1ac,0x8012c21c,"computed raw rate (fmuls f31,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x80136a04,USA,0x80136a04,0x80136a68,"computed raw rate (fmuls f0,f0); no AnmFrameRate feed"
COMPUTED,BINARY,0x801d23fc,USA,0x801d23fc,0x801d2450,"computed raw rate (fadds f31,f30); no AnmFrameRate feed"
COMPUTED,BINARY,0x801d2dfc,USA,0x801d2dfc,0x801d2e4c,"computed raw rate (fadds f31,f30); no AnmFrameRate feed"
COMPUTED,BINARY,0x801d32fc,USA,0x801d32fc,0x801d341c,"computed raw rate (fadds f31,f30); no AnmFrameRate feed"
COMPUTED,BINARY,0x801d6938,USA,0x801d6938,0x801d6a44,"computed raw rate (fadds f31,f30); no AnmFrameRate feed"
COMPUTED,BINARY,0x801d9460,USA,0x801d9460,0x801d953c,"computed raw rate (fadds f31,f30); no AnmFrameRate feed"
COMPUTED,BINARY,0x801eb014,USA,0x801eb014,0x801eba7c,"computed raw rate (fmuls f2,f0); no AnmFrameRate feed"
COMPUTED,SOURCE,0x80169a78,JP,TBaseNPC::walkAnmRateChange_,NPC/NpcAnm.cpp:289,raw/computed rate (unk1D0)
COMPUTED,SOURCE,0x80169a78,JP,TBaseNPC::walkAnmRateChange_,NPC/NpcAnm.cpp:291,raw/computed rate (unk1D0)
COMPUTED,SOURCE,0x80169a78,JP,TBaseNPC::walkAnmRateChange_,NPC/NpcAnm.cpp:339,raw/computed rate (unk1D0)
COMPUTED,SOURCE,0x802e8b84,JP,TBossEelTooth::perform,Enemy/bosseel.cpp:902,raw/computed rate ()
REVIEW,SOURCE,0x802e8b84,JP,TBossEelTooth::perform,Enemy/bosseel.cpp:903,"...<<>>SMSGetAnmFrameRate(), 0);..."
COMPUTED,SOURCE,0x80247440,JP,TPaneScalingControl::setupAnm,GC2D/Option.cpp:202,raw/computed rate (speed)
CONSTANT,SOURCE,0x80247440,JP,TPaneScalingControl::setupAnm,GC2D/Option.cpp:205,raw literal rate 1.0f (4x fast at 120fps)
COMPUTED,SOURCE,0x80126948,JP,TMario::setAnimation,Player/MarioDraw.cpp:1065,raw/computed rate (rate * 0.5f)
COMPUTED,SOURCE,0x80126948,JP,TMario::setAnimation,Player/MarioDraw.cpp:1066,raw/computed rate (rate * 0.5f)
COMPUTED,SOURCE,0x8012688c,JP,TMario::setReverseAnimation,Player/MarioDraw.cpp:1080,raw/computed rate (rate * -0.5f)
COMPUTED,SOURCE,0x8012688c,JP,TMario::setReverseAnimation,Player/MarioDraw.cpp:1084,raw/computed rate (rate * -0.5f)
COMPUTED,SOURCE,0x80124084,JP,TMario::addUpper,Player/MarioDraw.cpp:1889,raw/computed rate (mPumpAnmRate)
COMPUTED,SOURCE,0x80124084,JP,TMario::addUpper,Player/MarioDraw.cpp:1894,raw/computed rate (-mPumpAnmRate)
COMPUTED,SOURCE,0x80123a10,JP,TMario::calcAnim,Player/MarioDraw.cpp:1964,raw/computed rate ()
CONSTANT,SOURCE,0x80123a10,JP,TMario::calcAnim,Player/MarioDraw.cpp:1974,raw literal rate 0.5f (4x fast at 120fps)
COMPUTED,SOURCE,0x80113938,JP,linSetAnmRate,Strategic/liveinterp.cpp:432,raw/computed rate (arg1.getDataFloat())
COMPUTED,SOURCE,0x80113938,JP,linSetAnmRate,Strategic/liveinterp.cpp:435,raw/computed rate (arg1.getDataFloat())
COMPUTED,SOURCE,0x801a154c,JP,TDonchou::calcRootMatrix,MoveBG/MapObjSirena.cpp:886,raw/computed rate (0.5f * fc->getRate())
COMPUTED,SOURCE,0x8014f1a0,JP,TYoshi::thinkAnimation,Player/Yoshi.cpp:611,raw/computed rate (nextFrame)
CONSTANT,BINARY,0x801bc12c,USA,0x801bc12c,0x801bc234,raw rate <- constant 0.06 (4x fast at 120fps)  [r2-0x2bd0=0x80413fb0]
CONSTANT,BINARY,0x801bc12c,USA,0x801bc12c,0x801bc264,raw rate <- constant 1.14303e+33 (4x fast at 120fps)  [r2-0x2bc0=0x80413fc0]
CONSTANT,BINARY,0x801bc12c,USA,0x801bc12c,0x801bc27c,raw rate <- constant 9.44473e+21 (4x fast at 120fps)  [r2-0x2bbc=0x80413fc4]
CONSTANT,BINARY,0x801bc12c,USA,0x801bc12c,0x801bc294,raw rate <- constant 0.02 (4x fast at 120fps)  [r2-0x2bb8=0x80413fc8]
CONSTANT,BINARY,0x801bc12c,USA,0x801bc12c,0x801bc31c,raw rate <- constant 0.06 (4x fast at 120fps)  [r2-0x2bd0=0x80413fb0]
CONSTANT,BINARY,0x801bc12c,USA,0x801bc12c,0x801bc34c,raw rate <- constant 1.14303e+33 (4x fast at 120fps)  [r2-0x2bc0=0x80413fc0]
CONSTANT,BINARY,0x801bc12c,USA,0x801bc12c,0x801bc364,raw rate <- constant 9.44473e+21 (4x fast at 120fps)  [r2-0x2bbc=0x80413fc4]
